id,sequence_number,cue_number,name,fade,delay,trigger,command,part,is_main_cue_list,fixture_ids,fixture_details,references,value_count,source_file
cue:0:10:patch666_main_sequences.xml:11,0,10,Ulice leva,8,,,,,True,2 7 8 222 1 3 4 5 6 9 10 11 12 13 14 15 16 17 18 51 52 53 54,2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 54,,51,exports\patch666_main_sequences.xml
cue:0:11:patch666_main_sequences.xml:12,0,11,po prestavbe,5,,,,,True,1 2 3 4 5 6 7 8 222 21 22 23 24 31 32 25 26 27 28 9 10 11 12 13 14 15 16 17 18 29 30 33 34 35 36 37 38 51 52 53 54 65 44 43 42 41 40 39,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 21 | Sp30012 1 | 9 Robin 300 LEDWash Mode 2 | 6.022 || 22 | Sp30012 2 | 9 Robin 300 LEDWash Mode 2 | 6.043 || 23 | Sp30012 3 | 9 Robin 300 LEDWash Mode 2 | 6.064 || 24 | Sp30012 4 | 9 Robin 300 LEDWash Mode 2 | 6.085 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 25 | Sp30012 5 | 4 Sixpar 300 12 Channel || 26 | Sp30012 6 | 4 Sixpar 300 12 Channel || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 28 | Sp30012 8 | 4 Sixpar 300 12 Channel || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 29 || 30 || 33 || 34 || 35 || 36 || 37 || 38 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 54 || 65 || 44 || 43 | RPointe1 3 | 10 Robin Pointe Mode 1 | 6.154 || 42 | RPointe1 2 | 10 Robin Pointe Mode 1 | 6.130 || 41 | RPointe1 1 | 10 Robin Pointe Mode 1 | 6.106 || 40 || 39,,441,exports\patch666_main_sequences.xml
cue:0:12:patch666_main_sequences.xml:13,0,12,vic- follow,20,,Follow,,,True,4 5 6 7 8 33 34 35 36 37 38 64 63 62,4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 33 || 34 || 35 || 36 || 37 || 38 || 64 || 63 || 62,,19,exports\patch666_main_sequences.xml
cue:0:13:patch666_main_sequences.xml:14,0,13,ulice pryc,15,,,,,True,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17,2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17,,18,exports\patch666_main_sequences.xml
cue:0:14:patch666_main_sequences.xml:15,0,14,Natalka,5,,,,,True,7 8 9 10 11 12 13 14 15 16 17 18 65,7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 65,,19,exports\patch666_main_sequences.xml
cue:0:15:patch666_main_sequences.xml:16,0,15,ulice stred,3,,,,,True,7 8 9 10 11 12,7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12,,9,exports\patch666_main_sequences.xml
cue:0:16:patch666_main_sequences.xml:17,0,16,ulice left,3,,,,,True,1 2 3 4 5 6,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100,,8,exports\patch666_main_sequences.xml
cue:0:17:patch666_main_sequences.xml:18,0,17,prichazi stanley,10,,,,,True,1 2 3 4 5 6 7 8 222 9 10 11 12 13 14 15 16 17 18 51 52 53 54 65 64 63 62,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 54 || 65 || 64 || 63 || 62,,92,exports\patch666_main_sequences.xml
cue:0:18:patch666_main_sequences.xml:19,0,18,stella arrives,12,,,,,True,1 2 3 4 5 6 7 8 222 33 34 35 36 37 38 51 52 53 54,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 33 || 34 || 35 || 36 || 37 || 38 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 54,,160,exports\patch666_main_sequences.xml
cue:0:19:patch666_main_sequences.xml:20,0,19,prava ulice - natalka prichazi,3,,,,,True,12 13 14 15 16 65,12 || 13 || 14 || 15 || 16 || 65,,10,exports\patch666_main_sequences.xml
cue:0:20:patch666_main_sequences.xml:21,0,20,prestavba-natalka u zdi,3,,,,,True,1 2 3 4 5 6 7 8 222 21 22 23 24 31 32 25 26 27 28 9 10 11 12 13 14 15 16 51 52 53 54 65 64 63 62 61,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 21 | Sp30012 1 | 9 Robin 300 LEDWash Mode 2 | 6.022 || 22 | Sp30012 2 | 9 Robin 300 LEDWash Mode 2 | 6.043 || 23 | Sp30012 3 | 9 Robin 300 LEDWash Mode 2 | 6.064 || 24 | Sp30012 4 | 9 Robin 300 LEDWash Mode 2 | 6.085 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 25 | Sp30012 5 | 4 Sixpar 300 12 Channel || 26 | Sp30012 6 | 4 Sixpar 300 12 Channel || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 28 | Sp30012 8 | 4 Sixpar 300 12 Channel || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 54 || 65 || 64 || 63 || 62 || 61,,92,exports\patch666_main_sequences.xml
cue:0:21:patch666_main_sequences.xml:22,0,21,Florian vychazi z dveri,4,,,,,True,5 6 7 8 9 10 11 12 13 14 15,5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15,,13,exports\patch666_main_sequences.xml
cue:0:22:patch666_main_sequences.xml:23,0,22,PokerSTUL,4,,,,,True,1 2 3 4 5 6 222 31 32 7 8 9 10 11 12 13 14 15 27 51 52 76 65 62 61,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 76 || 65 || 62 || 61,,125,exports\patch666_main_sequences.xml
cue:0:23:patch666_main_sequences.xml:24,0,23,Vykroci holky mimo baletal,3,,,,,True,1 2 3 4 5 6 222 31 32 7 8 9 10 11 12 13 14 15 16 17 18 27 76 65 62 61,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 5 | RSpiide3 5 | 6 SPIIDER 33CH Mode 3 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 31 | NP300cR 1 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.487 || 32 | NP300cR 2 | 8 FP1 Titan Tube RGBS 1 Pixel - Strobe On | 5.491 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 27 | Sp30012 7 | 4 Sixpar 300 12 Channel || 76 || 65 || 62 || 61,,123,exports\patch666_main_sequences.xml
cue:0:24:patch666_main_sequences.xml:25,0,24,na zvuk cinkani KOUR ZEM,4,,,,,True,1 2 3 4 6 222 51 52 53 7 8 9 10 11 12 13 14 15 16 17 18 86 85 84 83 82 81,1 | RSpiide3 1 | 6 SPIIDER 33CH Mode 3 | 3.001 || 2 | RSpiide3 2 | 6 SPIIDER 33CH Mode 3 || 3 | RSpiide3 3 | 6 SPIIDER 33CH Mode 3 | 3.034 || 4 | RSpiide3 4 | 6 SPIIDER 33CH Mode 3 | 3.067 || 6 | RSpiide3 6 | 6 SPIIDER 33CH Mode 3 | 3.100 || 222 | R3LEDWm2 1 | 9 Robin 300 LEDWash Mode 2 | 6.001 || 51 | LUMI 1 | 11 Lumipix 16H 8 channel | 7.001 || 52 | LUMI 2 | 11 Lumipix 16H 8 channel | 7.009 || 53 | LUMI 3 | 11 Lumipix 16H 8 channel | 7.017 || 7 | RSpiide3 7 | 6 SPIIDER 33CH Mode 3 | 3.133 || 8 | RSpiide3 8 | 6 SPIIDER 33CH Mode 3 | 3.166 || 9 || 10 || 11 || 12 || 13 || 14 || 15 || 16 || 17 || 18 || 86 || 85 || 84 || 83 || 82 || 81,,78,exports\patch666_main_sequences.xml
