sequence_count,cue_count,preset_count,group_count,effect_count,sequences,cues,presets,groups,effects,hard_value_atoms,dimmer_value_atoms,preset_ref_atoms,effect_ref_atoms,group_ref_atoms,patch_target_type,patch_target_id,fixture_id,channel_id,subfixture_id,patch_target_key
2,32,9,0,0,"[""sequence:10:Studio54_main_sequences.xml:1"", ""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:10:19:Studio54_main_sequences.xml:20"", ""cue:10:36.5:Studio54_main_sequences.xml:40"", ""cue:10:36:Studio54_main_sequences.xml:39"", ""cue:10:7:Studio54_main_sequences.xml:8"", ""cue:10:89:Studio54_main_sequences.xml:94"", ""cue:10:91:Studio54_main_sequences.xml:96"", ""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:14:Tram_Analyz_main_sequences.xml:16"", ""cue:2:16:Tram_Analyz_main_sequences.xml:18"", ""cue:2:20:Tram_Analyz_main_sequences.xml:22"", ""cue:2:21:Tram_Analyz_main_sequences.xml:23"", ""cue:2:24:Tram_Analyz_main_sequences.xml:27"", ""cue:2:25:Tram_Analyz_main_sequences.xml:28"", ""cue:2:26:Tram_Analyz_main_sequences.xml:29"", ""cue:2:30.5:Tram_Analyz_main_sequences.xml:33"", ""cue:2:31:Tram_Analyz_main_sequences.xml:34"", ""cue:2:32:Tram_Analyz_main_sequences.xml:35"", ""cue:2:35:Tram_Analyz_main_sequences.xml:38"", ""cue:2:52:Tram_Analyz_main_sequences.xml:57"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:77:Tram_Analyz_main_sequences.xml:82"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91"", ""cue:2:9:Tram_Analyz_main_sequences.xml:10""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:0.56:Studio54_preset_0.xml:35"", ""preset:0.78:Tram_Analyz_preset_0.xml:55"", ""preset:0.9:Tram_Analyz_preset_0.xml:8"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],47,24,9,0,0,fixture,27,27,,8,subfixture:27:8
2,36,9,1,0,"[""sequence:10:Studio54_main_sequences.xml:1"", ""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:10:19:Studio54_main_sequences.xml:20"", ""cue:10:36.5:Studio54_main_sequences.xml:40"", ""cue:10:36:Studio54_main_sequences.xml:39"", ""cue:10:7:Studio54_main_sequences.xml:8"", ""cue:10:89:Studio54_main_sequences.xml:94"", ""cue:10:91:Studio54_main_sequences.xml:96"", ""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:14:Tram_Analyz_main_sequences.xml:16"", ""cue:2:16:Tram_Analyz_main_sequences.xml:18"", ""cue:2:20:Tram_Analyz_main_sequences.xml:22"", ""cue:2:21:Tram_Analyz_main_sequences.xml:23"", ""cue:2:24:Tram_Analyz_main_sequences.xml:27"", ""cue:2:25:Tram_Analyz_main_sequences.xml:28"", ""cue:2:26:Tram_Analyz_main_sequences.xml:29"", ""cue:2:30.5:Tram_Analyz_main_sequences.xml:33"", ""cue:2:31:Tram_Analyz_main_sequences.xml:34"", ""cue:2:32:Tram_Analyz_main_sequences.xml:35"", ""cue:2:35:Tram_Analyz_main_sequences.xml:38"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:42:Tram_Analyz_main_sequences.xml:45"", ""cue:2:43:Tram_Analyz_main_sequences.xml:46"", ""cue:2:52:Tram_Analyz_main_sequences.xml:57"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:77:Tram_Analyz_main_sequences.xml:82"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91"", ""cue:2:9:Tram_Analyz_main_sequences.xml:10""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:0.56:Studio54_preset_0.xml:35"", ""preset:0.78:Tram_Analyz_preset_0.xml:55"", ""preset:0.9:Tram_Analyz_preset_0.xml:8"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]","[""group:0:Tram_Analyz_groups.xml:1""]",[],9,0,27,0,0,fixture,28,28,,,fixture:28
2,36,9,0,0,"[""sequence:10:Studio54_main_sequences.xml:1"", ""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:10:19:Studio54_main_sequences.xml:20"", ""cue:10:36.5:Studio54_main_sequences.xml:40"", ""cue:10:36:Studio54_main_sequences.xml:39"", ""cue:10:7:Studio54_main_sequences.xml:8"", ""cue:10:89:Studio54_main_sequences.xml:94"", ""cue:10:91:Studio54_main_sequences.xml:96"", ""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:14:Tram_Analyz_main_sequences.xml:16"", ""cue:2:16:Tram_Analyz_main_sequences.xml:18"", ""cue:2:20:Tram_Analyz_main_sequences.xml:22"", ""cue:2:21:Tram_Analyz_main_sequences.xml:23"", ""cue:2:24:Tram_Analyz_main_sequences.xml:27"", ""cue:2:25:Tram_Analyz_main_sequences.xml:28"", ""cue:2:26:Tram_Analyz_main_sequences.xml:29"", ""cue:2:30.5:Tram_Analyz_main_sequences.xml:33"", ""cue:2:31:Tram_Analyz_main_sequences.xml:34"", ""cue:2:32:Tram_Analyz_main_sequences.xml:35"", ""cue:2:35:Tram_Analyz_main_sequences.xml:38"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:42:Tram_Analyz_main_sequences.xml:45"", ""cue:2:43:Tram_Analyz_main_sequences.xml:46"", ""cue:2:52:Tram_Analyz_main_sequences.xml:57"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:77:Tram_Analyz_main_sequences.xml:82"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91"", ""cue:2:9:Tram_Analyz_main_sequences.xml:10""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:0.56:Studio54_preset_0.xml:35"", ""preset:0.78:Tram_Analyz_preset_0.xml:55"", ""preset:0.9:Tram_Analyz_preset_0.xml:8"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],6,0,6,0,0,subfixture,28,28,,2,subfixture:28:2
2,36,9,0,0,"[""sequence:10:Studio54_main_sequences.xml:1"", ""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:10:19:Studio54_main_sequences.xml:20"", ""cue:10:36.5:Studio54_main_sequences.xml:40"", ""cue:10:36:Studio54_main_sequences.xml:39"", ""cue:10:7:Studio54_main_sequences.xml:8"", ""cue:10:89:Studio54_main_sequences.xml:94"", ""cue:10:91:Studio54_main_sequences.xml:96"", ""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:14:Tram_Analyz_main_sequences.xml:16"", ""cue:2:16:Tram_Analyz_main_sequences.xml:18"", ""cue:2:20:Tram_Analyz_main_sequences.xml:22"", ""cue:2:21:Tram_Analyz_main_sequences.xml:23"", ""cue:2:24:Tram_Analyz_main_sequences.xml:27"", ""cue:2:25:Tram_Analyz_main_sequences.xml:28"", ""cue:2:26:Tram_Analyz_main_sequences.xml:29"", ""cue:2:30.5:Tram_Analyz_main_sequences.xml:33"", ""cue:2:31:Tram_Analyz_main_sequences.xml:34"", ""cue:2:32:Tram_Analyz_main_sequences.xml:35"", ""cue:2:35:Tram_Analyz_main_sequences.xml:38"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:42:Tram_Analyz_main_sequences.xml:45"", ""cue:2:43:Tram_Analyz_main_sequences.xml:46"", ""cue:2:52:Tram_Analyz_main_sequences.xml:57"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:77:Tram_Analyz_main_sequences.xml:82"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91"", ""cue:2:9:Tram_Analyz_main_sequences.xml:10""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:0.56:Studio54_preset_0.xml:35"", ""preset:0.78:Tram_Analyz_preset_0.xml:55"", ""preset:0.9:Tram_Analyz_preset_0.xml:8"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,28,28,,,subfixture:28:3
2,36,9,0,0,"[""sequence:10:Studio54_main_sequences.xml:1"", ""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:10:19:Studio54_main_sequences.xml:20"", ""cue:10:36.5:Studio54_main_sequences.xml:40"", ""cue:10:36:Studio54_main_sequences.xml:39"", ""cue:10:7:Studio54_main_sequences.xml:8"", ""cue:10:89:Studio54_main_sequences.xml:94"", ""cue:10:91:Studio54_main_sequences.xml:96"", ""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:14:Tram_Analyz_main_sequences.xml:16"", ""cue:2:16:Tram_Analyz_main_sequences.xml:18"", ""cue:2:20:Tram_Analyz_main_sequences.xml:22"", ""cue:2:21:Tram_Analyz_main_sequences.xml:23"", ""cue:2:24:Tram_Analyz_main_sequences.xml:27"", ""cue:2:25:Tram_Analyz_main_sequences.xml:28"", ""cue:2:26:Tram_Analyz_main_sequences.xml:29"", ""cue:2:30.5:Tram_Analyz_main_sequences.xml:33"", ""cue:2:31:Tram_Analyz_main_sequences.xml:34"", ""cue:2:32:Tram_Analyz_main_sequences.xml:35"", ""cue:2:35:Tram_Analyz_main_sequences.xml:38"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:42:Tram_Analyz_main_sequences.xml:45"", ""cue:2:43:Tram_Analyz_main_sequences.xml:46"", ""cue:2:52:Tram_Analyz_main_sequences.xml:57"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:77:Tram_Analyz_main_sequences.xml:82"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91"", ""cue:2:9:Tram_Analyz_main_sequences.xml:10""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:0.56:Studio54_preset_0.xml:35"", ""preset:0.78:Tram_Analyz_preset_0.xml:55"", ""preset:0.9:Tram_Analyz_preset_0.xml:8"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,28,28,,,subfixture:28:4
2,36,9,0,0,"[""sequence:10:Studio54_main_sequences.xml:1"", ""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:10:19:Studio54_main_sequences.xml:20"", ""cue:10:36.5:Studio54_main_sequences.xml:40"", ""cue:10:36:Studio54_main_sequences.xml:39"", ""cue:10:7:Studio54_main_sequences.xml:8"", ""cue:10:89:Studio54_main_sequences.xml:94"", ""cue:10:91:Studio54_main_sequences.xml:96"", ""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:14:Tram_Analyz_main_sequences.xml:16"", ""cue:2:16:Tram_Analyz_main_sequences.xml:18"", ""cue:2:20:Tram_Analyz_main_sequences.xml:22"", ""cue:2:21:Tram_Analyz_main_sequences.xml:23"", ""cue:2:24:Tram_Analyz_main_sequences.xml:27"", ""cue:2:25:Tram_Analyz_main_sequences.xml:28"", ""cue:2:26:Tram_Analyz_main_sequences.xml:29"", ""cue:2:30.5:Tram_Analyz_main_sequences.xml:33"", ""cue:2:31:Tram_Analyz_main_sequences.xml:34"", ""cue:2:32:Tram_Analyz_main_sequences.xml:35"", ""cue:2:35:Tram_Analyz_main_sequences.xml:38"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:42:Tram_Analyz_main_sequences.xml:45"", ""cue:2:43:Tram_Analyz_main_sequences.xml:46"", ""cue:2:52:Tram_Analyz_main_sequences.xml:57"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:77:Tram_Analyz_main_sequences.xml:82"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91"", ""cue:2:9:Tram_Analyz_main_sequences.xml:10""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:0.56:Studio54_preset_0.xml:35"", ""preset:0.78:Tram_Analyz_preset_0.xml:55"", ""preset:0.9:Tram_Analyz_preset_0.xml:8"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,28,28,,,subfixture:28:5
2,36,9,0,0,"[""sequence:10:Studio54_main_sequences.xml:1"", ""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:10:19:Studio54_main_sequences.xml:20"", ""cue:10:36.5:Studio54_main_sequences.xml:40"", ""cue:10:36:Studio54_main_sequences.xml:39"", ""cue:10:7:Studio54_main_sequences.xml:8"", ""cue:10:89:Studio54_main_sequences.xml:94"", ""cue:10:91:Studio54_main_sequences.xml:96"", ""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:14:Tram_Analyz_main_sequences.xml:16"", ""cue:2:16:Tram_Analyz_main_sequences.xml:18"", ""cue:2:20:Tram_Analyz_main_sequences.xml:22"", ""cue:2:21:Tram_Analyz_main_sequences.xml:23"", ""cue:2:24:Tram_Analyz_main_sequences.xml:27"", ""cue:2:25:Tram_Analyz_main_sequences.xml:28"", ""cue:2:26:Tram_Analyz_main_sequences.xml:29"", ""cue:2:30.5:Tram_Analyz_main_sequences.xml:33"", ""cue:2:31:Tram_Analyz_main_sequences.xml:34"", ""cue:2:32:Tram_Analyz_main_sequences.xml:35"", ""cue:2:35:Tram_Analyz_main_sequences.xml:38"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:42:Tram_Analyz_main_sequences.xml:45"", ""cue:2:43:Tram_Analyz_main_sequences.xml:46"", ""cue:2:52:Tram_Analyz_main_sequences.xml:57"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:77:Tram_Analyz_main_sequences.xml:82"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91"", ""cue:2:9:Tram_Analyz_main_sequences.xml:10""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:0.56:Studio54_preset_0.xml:35"", ""preset:0.78:Tram_Analyz_preset_0.xml:55"", ""preset:0.9:Tram_Analyz_preset_0.xml:8"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,28,28,,,subfixture:28:6
2,36,9,0,0,"[""sequence:10:Studio54_main_sequences.xml:1"", ""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:10:19:Studio54_main_sequences.xml:20"", ""cue:10:36.5:Studio54_main_sequences.xml:40"", ""cue:10:36:Studio54_main_sequences.xml:39"", ""cue:10:7:Studio54_main_sequences.xml:8"", ""cue:10:89:Studio54_main_sequences.xml:94"", ""cue:10:91:Studio54_main_sequences.xml:96"", ""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:14:Tram_Analyz_main_sequences.xml:16"", ""cue:2:16:Tram_Analyz_main_sequences.xml:18"", ""cue:2:20:Tram_Analyz_main_sequences.xml:22"", ""cue:2:21:Tram_Analyz_main_sequences.xml:23"", ""cue:2:24:Tram_Analyz_main_sequences.xml:27"", ""cue:2:25:Tram_Analyz_main_sequences.xml:28"", ""cue:2:26:Tram_Analyz_main_sequences.xml:29"", ""cue:2:30.5:Tram_Analyz_main_sequences.xml:33"", ""cue:2:31:Tram_Analyz_main_sequences.xml:34"", ""cue:2:32:Tram_Analyz_main_sequences.xml:35"", ""cue:2:35:Tram_Analyz_main_sequences.xml:38"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:42:Tram_Analyz_main_sequences.xml:45"", ""cue:2:43:Tram_Analyz_main_sequences.xml:46"", ""cue:2:52:Tram_Analyz_main_sequences.xml:57"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:77:Tram_Analyz_main_sequences.xml:82"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91"", ""cue:2:9:Tram_Analyz_main_sequences.xml:10""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:0.56:Studio54_preset_0.xml:35"", ""preset:0.78:Tram_Analyz_preset_0.xml:55"", ""preset:0.9:Tram_Analyz_preset_0.xml:8"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],0,0,0,0,0,subfixture,28,28,,,subfixture:28:7
2,36,9,0,0,"[""sequence:10:Studio54_main_sequences.xml:1"", ""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:10:19:Studio54_main_sequences.xml:20"", ""cue:10:36.5:Studio54_main_sequences.xml:40"", ""cue:10:36:Studio54_main_sequences.xml:39"", ""cue:10:7:Studio54_main_sequences.xml:8"", ""cue:10:89:Studio54_main_sequences.xml:94"", ""cue:10:91:Studio54_main_sequences.xml:96"", ""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:14:Tram_Analyz_main_sequences.xml:16"", ""cue:2:16:Tram_Analyz_main_sequences.xml:18"", ""cue:2:20:Tram_Analyz_main_sequences.xml:22"", ""cue:2:21:Tram_Analyz_main_sequences.xml:23"", ""cue:2:24:Tram_Analyz_main_sequences.xml:27"", ""cue:2:25:Tram_Analyz_main_sequences.xml:28"", ""cue:2:26:Tram_Analyz_main_sequences.xml:29"", ""cue:2:30.5:Tram_Analyz_main_sequences.xml:33"", ""cue:2:31:Tram_Analyz_main_sequences.xml:34"", ""cue:2:32:Tram_Analyz_main_sequences.xml:35"", ""cue:2:35:Tram_Analyz_main_sequences.xml:38"", ""cue:2:38:Tram_Analyz_main_sequences.xml:41"", ""cue:2:41:Tram_Analyz_main_sequences.xml:44"", ""cue:2:42:Tram_Analyz_main_sequences.xml:45"", ""cue:2:43:Tram_Analyz_main_sequences.xml:46"", ""cue:2:52:Tram_Analyz_main_sequences.xml:57"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:77:Tram_Analyz_main_sequences.xml:82"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91"", ""cue:2:9:Tram_Analyz_main_sequences.xml:10""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:0.56:Studio54_preset_0.xml:35"", ""preset:0.78:Tram_Analyz_preset_0.xml:55"", ""preset:0.9:Tram_Analyz_preset_0.xml:8"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]",[],[],47,28,9,0,0,fixture,28,28,,8,subfixture:28:8
1,26,8,1,0,"[""sequence:2:Tram_Analyz_main_sequences.xml:1""]","[""cue:2:0:Tram_Analyz_main_sequences.xml:1"", ""cue:2:14:Tram_Analyz_main_sequences.xml:16"", ""cue:2:16:Tram_Analyz_main_sequences.xml:18"", ""cue:2:20:Tram_Analyz_main_sequences.xml:22"", ""cue:2:21:Tram_Analyz_main_sequences.xml:23"", ""cue:2:24:Tram_Analyz_main_sequences.xml:27"", ""cue:2:25:Tram_Analyz_main_sequences.xml:28"", ""cue:2:26:Tram_Analyz_main_sequences.xml:29"", ""cue:2:30.5:Tram_Analyz_main_sequences.xml:33"", ""cue:2:31:Tram_Analyz_main_sequences.xml:34"", ""cue:2:32:Tram_Analyz_main_sequences.xml:35"", ""cue:2:35:Tram_Analyz_main_sequences.xml:38"", ""cue:2:52:Tram_Analyz_main_sequences.xml:57"", ""cue:2:53:Tram_Analyz_main_sequences.xml:58"", ""cue:2:54:Tram_Analyz_main_sequences.xml:59"", ""cue:2:55:Tram_Analyz_main_sequences.xml:60"", ""cue:2:64:Tram_Analyz_main_sequences.xml:69"", ""cue:2:76:Tram_Analyz_main_sequences.xml:81"", ""cue:2:77:Tram_Analyz_main_sequences.xml:82"", ""cue:2:78:Tram_Analyz_main_sequences.xml:83"", ""cue:2:79:Tram_Analyz_main_sequences.xml:84"", ""cue:2:80:Tram_Analyz_main_sequences.xml:85"", ""cue:2:82:Tram_Analyz_main_sequences.xml:86"", ""cue:2:85:Tram_Analyz_main_sequences.xml:89"", ""cue:2:86:Tram_Analyz_main_sequences.xml:91"", ""cue:2:9:Tram_Analyz_main_sequences.xml:10""]","[""preset:0.42:Tram_Analyz_preset_0.xml:34"", ""preset:0.78:Tram_Analyz_preset_0.xml:55"", ""preset:0.9:Tram_Analyz_preset_0.xml:8"", ""preset:4.10:Tram_Analyz_preset_4.xml:4"", ""preset:4.11:Tram_Analyz_preset_4.xml:5"", ""preset:4.12:Tram_Analyz_preset_4.xml:6"", ""preset:4.13:Tram_Analyz_preset_4.xml:7"", ""preset:4.1:Tram_Analyz_preset_4.xml:1""]","[""group:0:Tram_Analyz_groups.xml:1""]",[],0,0,0,0,0,fixture,29,29,,,fixture:29
