fixture_id,channel_id,subfixture_id,patch_target_type,patch_target_id,patch_target_key,name,label,display_name,fixture_type,mode,patch,universe,address,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,scale_x,scale_y,scale_z,source_files,flags
19,,,subfixture,19,subfixture:19:4,,,Fixture 19,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": true}"
19,,,subfixture,19,subfixture:19:5,,,Fixture 19,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": true}"
19,,,subfixture,19,subfixture:19:6,,,Fixture 19,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": true}"
19,,,subfixture,19,subfixture:19:7,,,Fixture 19,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": true}"
19,,,subfixture,19,subfixture:19:8,,,Fixture 19,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": true}"
20,,,subfixture,20,subfixture:20:2,,,Fixture 20,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": true}"
20,,,subfixture,20,subfixture:20:3,,,Fixture 20,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": true}"
20,,,subfixture,20,subfixture:20:4,,,Fixture 20,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": true}"
20,,,subfixture,20,subfixture:20:5,,,Fixture 20,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": true}"
20,,,subfixture,20,subfixture:20:6,,,Fixture 20,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": true}"
20,,,subfixture,20,subfixture:20:7,,,Fixture 20,,,,,,,,,,,,,,,[],"{""is_patched"": false, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": false, ""has_fixture_type"": false, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": true}"
