sequence_number,sequence_name,cue_number,cue_name,trigger,fade,delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,dimmer_value_count,hard_value_count,hard_value_attributes,hard_value_preview,source_file
2,qju,34,Jon.Zustava sam,,15,,,"[101, 102, 103, 106, 201, 202]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""103 | RSpiide3 3 | 7 Robin Spiider Mode 3 | 4.067"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:0.20"", ""preset:0.23""]","[""preset:0.20"", ""preset:0.23""]",[],[],5,2,"[""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""Jiri zacina mluvit  c¨ca 2:04"", ""fixture_id"": null}, {""attribute"": ""basic_fade"", ""raw_value"": ""15.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,35,zustava sam LET- GESTO,,3,,,"[21, 2, 3, 4, 5, 6, 7, 8, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 40, 102, 202]","[""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29 | Fixture 29"", ""30 | Fixture 30"", ""31 | Fixture 31"", ""32 | Fixture 32"", ""40 | Fixture 40"", ""102 | Fixture 102"", ""202 | Fixture 202""]","[""preset:0.23""]","[""preset:0.23""]",[],[],13,5,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""Roztahne ruce"", ""fixture_id"": null}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 40}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 40}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 40}, {""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,36,Jen prava strana - Wilda na schodech,,15,,,"[2, 3, 4, 5, 6, 7, 8, 101, 102, 104, 105, 106, 107, 108, 201, 202]","[""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""104 | RSpiide3 4 | 7 Robin Spiider Mode 3 | 4.100"", ""105 | RSpiide3 5 | 7 Robin Spiider Mode 3 | 4.133"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:0.20"", ""preset:0.15"", ""preset:0.43""]","[""preset:0.15"", ""preset:0.20"", ""preset:0.43""]",[],[],8,26,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""W-Prochazi tunelem"", ""fixture_id"": null}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""74.50"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""39.89"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""74.50"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""39.89"", ""fixture_id"": 3}, {""attribute"": ""PAN"", ""raw_value"": ""11.07"", ""fixture_id"": 101}, {""attribute"": ""TILT"", ""raw_value"": ""107.53"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""0.59"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""0.00"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""38.75"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""61.25"", ""fixture_id"": 101}, {""attribute"": ""ZOOM"", ""raw_value"": ""37.50"", ""fixture_id"": 101}, {""attribute"": ""PAN"", ""raw_value"": ""14.58"", ""fixture_id"": 102}, {""attribute"": ""TILT"", ""raw_value"": ""109.36"", ""fixture_id"": 102}, {""attribute"": ""PAN"", ""raw_value"": ""21.87"", ""fixture_id"": 106}, {""attribute"": ""ZOOM"", ""raw_value"": ""79.50"", ""fixture_id"": 106}, {""attribute"": ""PAN"", ""raw_value"": ""16.20"", ""fixture_id"": 201}, {""attribute"": ""TILT"", ""raw_value"": ""108.10"", ""fixture_id"": 201}]",exports\Tram_Analyz_main_sequences.xml
2,qju,37,Jdou tunelem skoro hned driv,Follow,10,,,"[2, 3, 4, 5, 6, 7, 8, 15, 16, 40, 101, 107, 108]","[""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""15 | Fixture 15"", ""16 | Fixture 16"", ""40 | Fixture 40"", ""101 | Fixture 101"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304""]","[""preset:4.10""]","[""preset:4.10""]",[],[],6,5,"[""PAN"", ""TILT"", ""ZOOM"", ""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""Astery Tunel"", ""fixture_id"": null}, {""attribute"": ""PAN"", ""raw_value"": ""11.34"", ""fixture_id"": 101}, {""attribute"": ""TILT"", ""raw_value"": ""107.07"", ""fixture_id"": 101}, {""attribute"": ""ZOOM"", ""raw_value"": ""49.00"", ""fixture_id"": 101}, {""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,38,Vkladaji astery POZA se k lidem-zastavi se,,12,,,"[2, 3, 4, 5, 6, 7, 8, 15, 16, 21, 25, 28, 31, 37, 38, 39, 101, 102, 106, 107, 108, 201, 202]","[""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""15 | Fixture 15"", ""16 | Fixture 16"", ""21 | Fixture 21"", ""25 | Fixture 25"", ""28 | Fixture 28"", ""31 | Fixture 31"", ""37 | Fixture 37"", ""38 | Fixture 38"", ""39 | Fixture 39"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:4.10"", ""preset:0.5"", ""preset:0.12"", ""preset:0.68"", ""preset:0.26""]","[""preset:0.12"", ""preset:0.26"", ""preset:0.5"", ""preset:0.68"", ""preset:4.10""]",[],[],17,10,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""Do stativu"", ""fixture_id"": null}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""2.05"", ""fixture_id"": 107}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""0.00"", ""fixture_id"": 107}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""30.00"", ""fixture_id"": 107}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""67.50"", ""fixture_id"": 107}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""2.10"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""0.00"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""30.77"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""69.23"", ""fixture_id"": 108}, {""attribute"": ""basic_fade"", ""raw_value"": ""12.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,39,Trio - Holky tahnou Jona,,20,,,"[104, 105, 106, 107, 108]","[""104 | RSpiide3 4 | 7 Robin Spiider Mode 3 | 4.100"", ""105 | RSpiide3 5 | 7 Robin Spiider Mode 3 | 4.133"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304""]","[""preset:4.20""]","[""preset:4.20""]",[],[],5,6,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""cca 7:11"", ""fixture_id"": null}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""35.61"", ""fixture_id"": 106}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""19.72"", ""fixture_id"": 106}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""2.32"", ""fixture_id"": 106}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""67.81"", ""fixture_id"": 106}, {""attribute"": ""basic_fade"", ""raw_value"": ""20.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,40,Prichazi dalsi s asterama,,10,,,"[2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 15, 16, 17, 18]","[""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""9 | Fixture 9"", ""11 | Fixture 11"", ""13 | Fixture 13"", ""15 | Fixture 15"", ""16 | Fixture 16"", ""17 | Fixture 17"", ""18 | Fixture 18""]","[""preset:4.10""]","[""preset:4.10""]",[],[],12,2,"[""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""S meloodii ¨cca 8:20"", ""fixture_id"": null}, {""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,41,Jdou k nemu do rohu - Pouze astery,,5,,,"[2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 15, 16, 17, 18, 21, 25, 28, 31, 37, 38, 39, 101, 102, 104, 105, 107, 108, 201, 202]","[""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""9 | Fixture 9"", ""11 | Fixture 11"", ""13 | Fixture 13"", ""15 | Fixture 15"", ""16 | Fixture 16"", ""17 | Fixture 17"", ""18 | Fixture 18"", ""21 | Fixture 21"", ""25 | Fixture 25"", ""28 | Fixture 28"", ""31 | Fixture 31"", ""37 | Fixture 37"", ""38 | Fixture 38"", ""39 | Fixture 39"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""104 | RSpiide3 4 | 7 Robin Spiider Mode 3 | 4.100"", ""105 | RSpiide3 5 | 7 Robin Spiider Mode 3 | 4.133"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""201 | Fixture 201"", ""202 | Fixture 202""]",[],[],[],[],27,2,"[""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""cca 9:50"", ""fixture_id"": null}, {""attribute"": ""basic_fade"", ""raw_value"": ""5.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,42,W.spot pryc,,8,,,"[21, 2, 3, 4, 5, 6, 7, 8, 25, 28, 31, 37, 38, 39, 106]","[""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""25 | Fixture 25"", ""28 | Fixture 28"", ""31 | Fixture 31"", ""37 | Fixture 37"", ""38 | Fixture 38"", ""39 | Fixture 39"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166""]",[],[],[],[],8,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""8.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,43,Zhasnuti astery..Odkuleni c.9,,2,,,"[9, 2, 3, 4, 5, 6, 7, 8, 21, 25, 28, 31, 37, 38, 39]","[""9 | Fixture 9"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""21 | Fixture 21"", ""25 | Fixture 25"", ""28 | Fixture 28"", ""31 | Fixture 31"", ""37 | Fixture 37"", ""38 | Fixture 38"", ""39 | Fixture 39""]",[],[],[],[],8,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""2.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,44,Duet - velky nebe -HNED,Follow,15,,,"[101, 102, 106, 201, 202, 1002, 2, 1003, 3]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""201 | Fixture 201"", ""202 | Fixture 202"", ""1002"", ""2 | Fixture 2"", ""1003"", ""3 | Fixture 3""]","[""preset:0.5"", ""preset:0.50""]","[""preset:0.5"", ""preset:0.50""]",[],[],7,17,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""basic_fade""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""49.57"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""32.67"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""50.43"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""49.57"", ""fixture_id"": 102}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""32.67"", ""fixture_id"": 102}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 102}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""50.43"", ""fixture_id"": 102}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""49.57"", ""fixture_id"": 201}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""32.67"", ""fixture_id"": 201}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 201}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""50.43"", ""fixture_id"": 201}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""49.57"", ""fixture_id"": 202}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""32.67"", ""fixture_id"": 202}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 202}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""50.43"", ""fixture_id"": 202}, {""attribute"": ""basic_fade"", ""raw_value"": ""15.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,45,Bere asteru C9.9,,3,,,"[9, 2, 3, 4, 5, 6, 7, 8, 101, 102, 201, 202]","[""9 | Fixture 9"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""201 | Fixture 201"", ""202 | Fixture 202""]",[],[],[],[],5,2,"[""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""cca 14:20"", ""fixture_id"": null}, {""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,46,Velkej ptak,,10,,,"[2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 15, 16, 17, 18, 101, 102, 104, 105, 106, 107, 108, 201, 202, 1002, 1003]","[""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""9 | Fixture 9"", ""11 | Fixture 11"", ""13 | Fixture 13"", ""15 | Fixture 15"", ""16 | Fixture 16"", ""17 | Fixture 17"", ""18 | Fixture 18"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""104 | RSpiide3 4 | 7 Robin Spiider Mode 3 | 4.100"", ""105 | RSpiide3 5 | 7 Robin Spiider Mode 3 | 4.133"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""201 | Fixture 201"", ""202 | Fixture 202"", ""1002"", ""1003""]","[""preset:4.10"", ""preset:0.50""]","[""preset:0.50"", ""preset:4.10""]",[],[],7,44,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""basic_fade""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""74.50"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""39.89"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""74.50"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""39.89"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 15}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""74.50"", ""fixture_id"": 15}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""39.89"", ""fixture_id"": 15}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 16}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""74.50"", ""fixture_id"": 16}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""39.89"", ""fixture_id"": 16}, {""attribute"": ""PAN"", ""raw_value"": ""-5.13"", ""fixture_id"": 101}, {""attribute"": ""TILT"", ""raw_value"": ""100.17"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""79.49"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""90.21"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 101}, {""attribute"": ""PAN"", ""raw_value"": ""4.59"", ""fixture_id"": 102}, {""attribute"": ""TILT"", ""raw_value"": ""101.89"", ""fixture_id"": 102}]",exports\Tram_Analyz_main_sequences.xml
2,qju,46.5,Wilda spot,,4,,,[106],"[""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""4.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,46.6,Labus u astery,,5,,,"[2, 3, 4, 5, 6, 7, 8, 40, 108]","[""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""40 | Fixture 40"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304""]","[""preset:4.10""]","[""preset:4.10""]",[],[],3,7,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""basic_fade""]","[{""attribute"": ""PAN"", ""raw_value"": ""-77.49"", ""fixture_id"": 108}, {""attribute"": ""TILT"", ""raw_value"": ""-87.40"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""68.95"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""47.53"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""31.05"", ""fixture_id"": 108}, {""attribute"": ""basic_fade"", ""raw_value"": ""5.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,47,Konec kridel litani,,4,,,"[101, 102, 201, 202]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""201 | Fixture 201"", ""202 | Fixture 202""]",[],[],[],[],4,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""4.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,48.5,Wilda Pryc,,6,,,"[106, 108]","[""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304""]",[],[],[],[],2,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""6.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,49,Astery min,,12,,,"[2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 17, 18, 1001, 1, 1002, 1003, 1004]","[""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""9 | Fixture 9"", ""11 | Fixture 11"", ""13 | Fixture 13"", ""17 | Fixture 17"", ""18 | Fixture 18"", ""1001"", ""1 | Fixture 1"", ""1002"", ""1003"", ""1004""]",[],[],[],[],13,2,"[""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""Pokladaji astery na zem"", ""fixture_id"": null}, {""attribute"": ""basic_fade"", ""raw_value"": ""12.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,50,L+W jdou na stred,,14,,,"[101, 102, 201, 202]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:0.70""]","[""preset:0.70""]",[],[],4,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""14.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,51,Astery davaji na stativy,,6,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 101, 102, 103, 201, 202]","[""1 | Fixture 1"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""9 | Fixture 9"", ""10 | Fixture 10"", ""11 | Fixture 11"", ""12 | Fixture 12"", ""13 | Fixture 13"", ""14 | Fixture 14"", ""15 | Fixture 15"", ""16 | Fixture 16"", ""17 | Fixture 17"", ""18 | Fixture 18"", ""19 | Fixture 19"", ""20 | Fixture 20"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""103 | RSpiide3 3 | 7 Robin Spiider Mode 3 | 4.067"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:4.10"", ""preset:0.73""]","[""preset:0.73"", ""preset:4.10""]",[],[],15,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""6.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,52,dialog,Follow,20,,,"[21, 2, 3, 4, 5, 6, 7, 8, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 101, 102, 107, 108, 201, 202, 1002, 1003]","[""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29 | Fixture 29"", ""30 | Fixture 30"", ""31 | Fixture 31"", ""32 | Fixture 32"", ""33 | Fixture 33"", ""34 | Fixture 34"", ""35 | Fixture 35"", ""36 | Fixture 36"", ""37 | Fixture 37"", ""38 | Fixture 38"", ""39 | Fixture 39"", ""40 | Fixture 40"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""201 | Fixture 201"", ""202 | Fixture 202"", ""1002"", ""1003""]","[""preset:4.10""]","[""preset:4.10""]",[],[],27,17,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""ZOOM"", ""basic_fade""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 40}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 40}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 40}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""59.54"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""84.37"", ""fixture_id"": 101}, {""attribute"": ""PAN"", ""raw_value"": ""73.17"", ""fixture_id"": 107}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""1.56"", ""fixture_id"": 107}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""5.28"", ""fixture_id"": 107}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""92.22"", ""fixture_id"": 107}, {""attribute"": ""ZOOM"", ""raw_value"": ""44.00"", ""fixture_id"": 107}, {""attribute"": ""PAN"", ""raw_value"": ""-78.84"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""1.60"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""5.41"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""94.59"", ""fixture_id"": 108}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""59.54"", ""fixture_id"": 201}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""84.37"", ""fixture_id"": 201}, {""attribute"": ""basic_fade"", ""raw_value"": ""20.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
