preset_number,preset_type,preset_xml_index,preset_name,fixture_id,fixture_name,fixture_type,fixture_patch,attribute,raw_value,value_type,reference_target,source_file
0.86,0,85,blesk pre show,11,,,,COLORRGB2,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,CTO,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,COLORMIXMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,COLORMIXMSPEED2,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,ZOOMMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,ANIMATIONWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,ANIMATIONINDEXROTATE,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,GOBO1,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,GOBO2_POS,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,EFFECTINDEXROTATE,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,FROST,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,IRIS,75.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,ZOOM,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,FOCUS,49.80,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,SHAPER ROT,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,BLADE1A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,BLADE1B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,BLADE2A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,BLADE2B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,BLADE3A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,BLADE3B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,BLADE4A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,BLADE4B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,11,,,,SHUTTER,18.90,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,GOBO2,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,EFFECTWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,PAN,221.40,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,TILT,-64.26,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,PWMFREQUENCY,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,PWMFREQUENCYADJUST,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,INTENSITYMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,COLOR1,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,COLOR2,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,COLORRGB1,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,COLORRGB2,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,CTO,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,COLORMIXMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,COLORMIXMSPEED2,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,ZOOMMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,ANIMATIONWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,ANIMATIONINDEXROTATE,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,GOBO1,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,GOBO2_POS,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,EFFECTINDEXROTATE,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,FROST,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,IRIS,75.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,ZOOM,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,FOCUS,49.80,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,SHAPER ROT,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,BLADE1A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,BLADE1B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,BLADE2A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,BLADE2B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,BLADE3A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,BLADE3B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,BLADE4A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,BLADE4B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,12,,,,SHUTTER,18.90,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,GOBO2,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,EFFECTWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,PAN,165.78,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,TILT,-60.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,PWMFREQUENCY,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,PWMFREQUENCYADJUST,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,INTENSITYMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,COLOR1,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,COLOR2,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,COLORRGB1,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,COLORRGB2,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,CTO,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,COLORMIXMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,COLORMIXMSPEED2,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,ZOOMMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,ANIMATIONWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,ANIMATIONINDEXROTATE,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,GOBO1,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,GOBO2_POS,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,EFFECTINDEXROTATE,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,FROST,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,IRIS,75.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,ZOOM,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,FOCUS,49.80,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,SHAPER ROT,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,BLADE1A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,BLADE1B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,BLADE2A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,BLADE2B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,BLADE3A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,BLADE3B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,BLADE4A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,BLADE4B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,16,,,,SHUTTER,18.90,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,GOBO2,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,EFFECTWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,PAN,49.68,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,TILT,-57.96,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,PWMFREQUENCY,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,PWMFREQUENCYADJUST,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,INTENSITYMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,COLOR1,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,COLOR2,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,COLORRGB1,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,COLORRGB2,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,COLORRGB3,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,CTO,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,COLORMIXMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,COLORMIXMSPEED2,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,ZOOMMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,ANIMATIONWHEEL,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,ANIMATIONINDEXROTATE,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,GOBO1,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,GOBO2_POS,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,EFFECTINDEXROTATE,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,FROST,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,IRIS,75.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,ZOOM,100.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,FOCUS,49.80,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,SHAPER ROT,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,BLADE1A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,BLADE1B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,BLADE2A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,BLADE2B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,BLADE3A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,BLADE3B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,BLADE4A,0.00,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,BLADE4B,50.20,hard,,exports\Studio54_preset_0.xml
0.86,0,85,blesk pre show,17,,,,SHUTTER,18.90,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,DIM2,68.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,PAN,-62.91,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,TILT,79.24,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,COLORRGB1,100.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,COLORRGB2,69.65,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,COLORRGB3,6.84,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,COLORRGB5,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,COLORTEMPERATURE,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,MODE3,17.69,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,EFFECTMACRORATE,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,EFFECTMACROTIME,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,MACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,COLORRGB31,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,COLORRGB32,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,COLORRGB33,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,COLORRGB35,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,EFFECTMACROS2,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,ZOOM,17.50,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,3,,,,SHUTTER2,18.95,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,DIM2,68.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,PAN,61.02,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,TILT,75.21,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,COLORRGB1,100.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,COLORRGB2,69.65,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,COLORRGB3,6.84,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,COLORRGB5,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,COLORTEMPERATURE,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,MODE3,17.69,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,EFFECTMACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,EFFECTMACRORATE,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,EFFECTMACROTIME,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,MACROS,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,COLORRGB31,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,COLORRGB32,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,COLORRGB33,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,COLORRGB35,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,EFFECTMACROS2,0.00,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,ZOOM,17.50,hard,,exports\Studio54_preset_0.xml
0.88,0,87,bejk spiider nahore,7,,,,SHUTTER2,18.95,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,PAN,-14.31,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,TILT,111.72,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,COLORRGB1,89.46,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,COLORRGB2,79.29,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,COLORRGB3,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,COLORRGB5,10.54,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,COLORTEMPERATURE,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,COLORMODE2,17.70,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,ZOOM,42.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,42,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,13.023,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,PAN,-50.49,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,TILT,98.95,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,COLORRGB1,89.46,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,COLORRGB2,79.29,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,COLORRGB3,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,COLORRGB5,10.54,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,COLORTEMPERATURE,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,COLORMODE2,17.70,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,ZOOM,22.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,45,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,13.089,SHUTTER,18.95,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,DIM,100.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,PAN,9.72,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,TILT,105.34,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,POSITIONMSPEED,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,FIXTUREGLOBALRESET,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,COLORMIXER,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,COLORRGB1,100.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,COLORRGB2,82.58,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,COLORRGB3,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,COLORRGB5,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,COLORTEMPERATURE,0.00,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,COLORMODE2,17.70,hard,,exports\Studio54_preset_0.xml
0.89,0,88,bejk nahore350,48,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,5.023,ZOOM,22.50,hard,,exports\Studio54_preset_0.xml
