sequence_number,sequence_name,cue_number,cue_name,trigger,trigger_time,fade,delay,down_delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,dimmer_value_count,hard_value_count,hard_value_attributes,hard_value_preview,source_file
11,QJU,75,Projede Lavka az na konci,Go,,8,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 667, 31, 33]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""667 | voko | 17 Arcsource 12 RGB 00 | 9.430"", ""31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel"", ""33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel""]","[""preset:0.34""]","[""preset:0.34""]",[],[],31,33,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""basic_fade""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""27.47"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""24.01"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""49.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""27.47"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""24.01"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""49.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""27.47"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""24.01"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""49.00"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""27.47"", ""fixture_id"": 4}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""24.01"", ""fixture_id"": 4}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 4}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""49.00"", ""fixture_id"": 4}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""27.47"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""24.01"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 5}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""49.00"", ""fixture_id"": 5}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,76,ondra hodi koukain novy track MIDI,Timecode,7200.233,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 666, 32]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""666 | Robin T1 Profile FS 1 | 13 Robin T1 Profile FS Mode 3 - RGBAL | 10.001"", ""32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel""]",[],[],[],[],3,64,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""90.03"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""58.43"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""1.29"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""17.38"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""90.03"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""58.43"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""1.29"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""17.38"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""90.03"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""58.43"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""1.29"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""17.38"", ""fixture_id"": 3}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,77,kokain pro mikiho,Timecode,7260.146,4,,,,"[14, 31, 33]","[""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel"", ""33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel""]","[""preset:0.96""]","[""preset:0.96""]",[],[],3,2,"[""ZOOM"", ""basic_fade""]","[{""attribute"": ""ZOOM"", ""raw_value"": ""69.80"", ""fixture_id"": 14}, {""attribute"": ""basic_fade"", ""raw_value"": ""4.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,78,Miki odchazi od misky s koksem,Go,,3,,,,[14],"[""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,79,chuze STYCH od garaze velky,Timecode,7277.3,,,,,"[1, 2, 3, 4, 5, 6, 7, 8]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100""]",[],[],[],[],0,64,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""93.16"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""1.06"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""66.65"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""14.25"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""93.16"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""1.06"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""66.65"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""14.25"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""93.16"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""1.06"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""66.65"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""14.25"", ""fixture_id"": 3}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,80,Alex gr STYCH od klaviru patrik osuka alexe,Timecode,7362.897,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 15]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085""]","[""preset:0.97""]","[""preset:0.97""]",[],[],1,64,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""0.00"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 3}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,80.1,STYCH ALEX DOKUD NEVOJEDE PATRIKA A POTOM PATRIKA,Time,3,2,,,,[15],"[""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085""]",[],[],[],[],1,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""2.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,80.5,koule dolu,Timecode,7438,,,,,"[67, 21]","[""67 | HotboxW8 1 | 14 Hotbox RGBW 8 channel | 1.401"", ""21 | Fixture 21""]","[""preset:0.90""]","[""preset:0.90""]",[],[],1,0,[],[],C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,80.6,signal,Time,2,,,,,[67],"[""67 | HotboxW8 1 | 14 Hotbox RGBW 8 channel | 1.401""]",[],[],[],[],1,0,[],[],C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,81,disko gula dolu,Timecode,7453.024,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 17, 18, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 21]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""21 | Fixture 21""]","[""preset:0.31""]","[""preset:0.31""]",[],[],13,64,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""26.86"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""37.32"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""62.68"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""26.86"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""37.32"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""62.68"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""26.86"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""0.00"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""37.32"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""62.68"", ""fixture_id"": 3}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,82,buzno tanec,Timecode,7522,30,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 14, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111""]","[""preset:0.74""]","[""preset:0.74""]",[],[],28,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""30.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,83,buzno duet 2,Timecode,7565,10,,,,"[1, 4, 5, 8, 11, 12, 17, 18, 21]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""21 | Fixture 21""]",[],[],[],[],13,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
