sequence_number,sequence_name,cue_number,cue_name,trigger,trigger_time,fade,delay,down_delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,dimmer_value_count,hard_value_count,hard_value_attributes,hard_value_preview,source_file
11,QJU,93,konec hudby blikani exec 111,Timecode,8179.759,10,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 17, 18, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 66, 667, 32]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""66 | HotboxW8 6 | 14 Hotbox RGBW 8 channel | 2.257"", ""667 | voko | 17 Arcsource 12 RGB 00 | 9.430"", ""32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel""]",[],[],[],[],35,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,94,bejk nahore,Go,,6,,,,"[3, 7]","[""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067""]","[""preset:0.88""]","[""preset:0.88""]",[],[],0,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""6.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,95,ukotveny zebrikr ondra nahoru blikam 111,Go,,10,,,,[14],"[""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043""]","[""preset:0.94""]","[""preset:0.94""]",[],[],1,8,"[""COLOR1"", ""COLOR2"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""CTO"", ""ZOOM"", ""basic_fade""]","[{""attribute"": ""COLOR1"", ""raw_value"": ""0.00"", ""fixture_id"": 14}, {""attribute"": ""COLOR2"", ""raw_value"": ""0.00"", ""fixture_id"": 14}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 14}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 14}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 14}, {""attribute"": ""CTO"", ""raw_value"": ""80.50"", ""fixture_id"": 14}, {""attribute"": ""ZOOM"", ""raw_value"": ""100.00"", ""fixture_id"": 14}, {""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,96,bouhnou konfety buzek zase blikam,Go,,3,,,,[18],"[""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175""]","[""preset:0.51""]","[""preset:0.51""]",[],[],0,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""3.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,97,follow,Time,1,25,,,,"[3, 7, 14, 16, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 2, 11, 12]","[""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175""]",[],[],[],[],22,49,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""basic_fade""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""87.75"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""98.42"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""87.75"", ""fixture_id"": 42}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 42}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""98.42"", ""fixture_id"": 42}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 42}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""87.75"", ""fixture_id"": 43}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 43}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""98.42"", ""fixture_id"": 43}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 43}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""87.75"", ""fixture_id"": 44}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 44}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""98.42"", ""fixture_id"": 44}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 44}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""87.75"", ""fixture_id"": 45}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 45}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""98.42"", ""fixture_id"": 45}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 45}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,98,Flo BLESK kdyz se vyfoti tereze,Timecode,10801,10,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 18, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 11, 12]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175""]","[""preset:0.45""]","[""preset:0.45""]",[],[],33,65,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB31"", ""COLORRGB32"", ""COLORRGB33"", ""COLORRGB35"", ""COLORRGB5"", ""basic_fade""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""92.58"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""77.21"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 1}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""92.58"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""77.21"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB31"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB32"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB33"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB35"", ""raw_value"": ""0.00"", ""fixture_id"": 2}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""92.58"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""77.21"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 3}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""0.00"", ""fixture_id"": 3}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,99,solo nely,Timecode,10950,15,,,,"[1, 2, 3, 4, 5, 6, 7, 8]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100""]",[],[],[],[],16,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""15.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,100,Natalka spot,Timecode,11100,10,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 14]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043""]","[""preset:0.83""]","[""preset:0.83""]",[],[],17,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,101,studio 54 text,Timecode,11125,10,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 14, 9, 13, 15, 16, 17, 18]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""9"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175""]",[],[],[],[],29,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,102,effekt vlneni,Timecode,11250,10,,,,"[1, 2, 3, 4, 5, 6, 7, 8]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100""]",[],[],[],[],0,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,103,blesk,Timecode,11380.6,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 111, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 112, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 667, 33]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""111 | Fixture 111"", ""9"", ""10"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""20"", ""21 | Fixture 21"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29"", ""30"", ""31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel"", ""32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel"", ""112 | Fixture 112"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""667 | voko | 17 Arcsource 12 RGB 00 | 9.430"", ""33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel""]","[""preset:0.85""]","[""preset:0.85""]",[],[],100,48,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""77.00"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""97.04"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""87.75"", ""fixture_id"": 41}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""77.00"", ""fixture_id"": 42}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 42}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""97.04"", ""fixture_id"": 42}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""87.75"", ""fixture_id"": 42}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""77.00"", ""fixture_id"": 43}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 43}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""97.04"", ""fixture_id"": 43}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""87.75"", ""fixture_id"": 43}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""77.00"", ""fixture_id"": 44}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 44}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""97.04"", ""fixture_id"": 44}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""87.75"", ""fixture_id"": 44}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""77.00"", ""fixture_id"": 45}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""100.00"", ""fixture_id"": 45}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""97.04"", ""fixture_id"": 45}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""87.75"", ""fixture_id"": 45}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
11,QJU,104,Po blesku,Time,0.2,2,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 111, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 112, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 667, 33]","[""1 | Spiider 1 | 3 Robin Spiider Mode 3 | 2.001"", ""2 | Spiider 2 | 3 Robin Spiider Mode 3 | 2.034"", ""3 | Spiider 3 | 3 Robin Spiider Mode 3 | 2.067"", ""4 | Spiider 4 | 3 Robin Spiider Mode 3 | 2.100"", ""5 | Spiider 5 | 3 Robin Spiider Mode 3 | 4.001"", ""6 | Spiider 6 | 3 Robin Spiider Mode 3 | 4.034"", ""7 | Spiider 7 | 3 Robin Spiider Mode 3 | 4.067"", ""8 | Spiider 8 | 3 Robin Spiider Mode 3 | 4.100"", ""111 | Fixture 111"", ""9"", ""10"", ""11 | Esprite 1 | 11 Robin Esprite Mode 2 | 2.133"", ""12 | Esprite 2 | 11 Robin Esprite Mode 2 | 2.175"", ""13 | Esprite 3 | 11 Robin Esprite Mode 2 | 3.001"", ""14 | Esprite 4 | 11 Robin Esprite Mode 2 | 3.043"", ""15 | Esprite 5 | 11 Robin Esprite Mode 2 | 3.085"", ""16 | Esprite 6 | 11 Robin Esprite Mode 2 | 3.127"", ""17 | Esprite 7 | 11 Robin Esprite Mode 2 | 4.133"", ""18 | Esprite 8 | 11 Robin Esprite Mode 2 | 4.175"", ""20"", ""21 | Fixture 21"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29"", ""30"", ""31 | Robin SVB1 1 | 7 Robin SVB1 Mode 3 - Pixel"", ""32 | Robin SVB1 2 | 7 Robin SVB1 Mode 3 - Pixel"", ""112 | Fixture 112"", ""41 | RLB350M1 1 | 12 Robin LEDBeam 350 Mode 1 | 13.001"", ""42 | RLB350M1 2 | 12 Robin LEDBeam 350 Mode 1 | 13.023"", ""43 | RLB350M1 3 | 12 Robin LEDBeam 350 Mode 1 | 13.045"", ""44 | RLB350M1 4 | 12 Robin LEDBeam 350 Mode 1 | 13.067"", ""45 | RLB350M1 5 | 12 Robin LEDBeam 350 Mode 1 | 13.089"", ""46 | RLB350M1 6 | 12 Robin LEDBeam 350 Mode 1 | 13.111"", ""47 | RLB350M1 7 | 12 Robin LEDBeam 350 Mode 1 | 5.001"", ""48 | RLB350M1 8 | 12 Robin LEDBeam 350 Mode 1 | 5.023"", ""49 | RLB350M1 9 | 12 Robin LEDBeam 350 Mode 1 | 5.045"", ""50 | RLB350M1 10 | 12 Robin LEDBeam 350 Mode 1 | 5.067"", ""51 | RLB350M1 11 | 12 Robin LEDBeam 350 Mode 1 | 5.089"", ""52 | RLB350M1 12 | 12 Robin LEDBeam 350 Mode 1 | 5.111"", ""667 | voko | 17 Arcsource 12 RGB 00 | 9.430"", ""33 | Robin SVB1 3 | 7 Robin SVB1 Mode 3 - Pixel""]","[""preset:0.85"", ""preset:0.49""]","[""preset:0.49"", ""preset:0.85""]",[],[],106,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""2.00"", ""fixture_id"": null}]",C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-105738-c6da1cc5\uploads\Studio_54_main_sequences.xml
