sequence_number,sequence_name,cue_number,cue_name,trigger,fade,delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,hard_value_count,hard_value_attributes,hard_value_preview,source_file
1,Sequence 1,93,Cue 93,,,,,"[1, 2, 3, 222, 23, 24, 51]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""222 | R3LEDWm2 1"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""51 | LUMI 1""]",[],[],[],[],28,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""33.500011"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""13"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-16.195875"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-52.347927"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""2.9999994e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999977"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""46.550003"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""33.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0041194437"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-37.797939"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,94,Cue 94,,,,,"[23, 24, 52, 53, 54]","[""23 | Sp30012 3"", ""24 | Sp30012 4"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54""]",[],[],[],[],3,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""prichazi s mrtvolou"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""22.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""40"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,95,Cue 95,,,,,"[31, 32]","[""31 | NP300cR 1"", ""32 | NP300cR 2""]",[],[],[],[],2,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""prijede kulisa na misto"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,96,Cue 96,,,,,"[1, 2, 3, 4, 5, 6, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 52, 53, 54, 83]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""83""]","[""preset:13.50412""]","[""preset:13.50412""]",[],[],43,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""VKROCI DOVNITR"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-8.0958786"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-45.897938"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""55.303028"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-49.947941"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.904121"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""43.202061"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0041199359"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-71.54792"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-18.895882"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""41.852058"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0041351318"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,97,Cue 97,,,,,"[1, 2, 3, 4, 5, 6, 8, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 51, 52, 53, 54, 83, 62]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""83"", ""62""]","[""preset:13.50412"", ""preset:7.6923409"", ""preset:7.6923161""]","[""preset:13.50412"", ""preset:7.6923161"", ""preset:7.6923409""]",[],[],57,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""69.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""13"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-8.0958786"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-45.897938"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0041194437"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-37.797939"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.00001"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""84.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-49.947941"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,98,Cue 98,,,,,"[1, 2, 3, 4, 5, 6, 8, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 51, 52, 53, 54, 86, 85, 84, 83, 82, 81]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81""]",[],[],[],[],20,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.052322"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""29.059832"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""70.94017"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.052317"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""29.05982"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""70.940178"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.052324"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""29.059826"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.052338"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""29.059851"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""43.304848"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""65.209778"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.052334"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""29.059845"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""44.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""24.75"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,99,Cue 99,,,,,"[21, 22, 23, 24, 25, 26, 27, 28, 51, 52, 53, 54, 86, 85, 84, 83, 82, 81]","[""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81""]",[],[],[],[],13,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""47.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.590525"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""75.498604"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""24.501431"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""27.665548"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""62.962963"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""37.037045"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""27"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,100,Cue 100,,,,,[3],"[""3 | RSpiide3 3""]",[],[],[],[],4,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""48"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""35.104107"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-86.397911"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""34"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,101,Cue 101,,,,,"[2, 222]","[""2 | RSpiide3 2"", ""222 | R3LEDWm2 1""]",[],[],[],[],25,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""vystrŕel 1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""48"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""13"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0041069509"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-53.997887"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.052317"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""29.05982"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""70.940178"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""75.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.254135"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-10.497879"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.202024"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,102,Cue 102,,,,,"[2, 3, 5, 8, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 51, 52, 53, 54, 86, 85, 84, 83, 82, 81]","[""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""5 | RSpiide3 5"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81""]",[],[],[],[],34,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""toceni vany - vystrel 2"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""40.504108"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-79.647919"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""68"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-71.54792"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-29.695854"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0041351318"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-53.997879"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""40.503433"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.002289"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.590525"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""75.498604"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""24.501431"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,103,Cue 103,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 29, 30, 33, 34, 35, 36, 37, 38, 51, 52, 53, 54, 86, 85, 84, 83, 82, 81, 44, 43, 42, 41, 40, 39]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""29"", ""30"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81"", ""44"", ""43 | RPointe1 3"", ""42 | RPointe1 2"", ""41 | RPointe1 1"", ""40"", ""39""]","[""preset:13.504115"", ""preset:2.70206"", ""preset:4.5657201"", ""preset:13.675235"", ""preset:13.675219""]","[""preset:13.504115"", ""preset:13.675219"", ""preset:13.675235"", ""preset:2.70206"", ""preset:4.5657201""]",[],[],60,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""natalka pres postel - zmena hudby"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-53.995888"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-20.247927"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""79.48716"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.378399"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.512842"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""25.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-51.295887"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-29.697945"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""77.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""27.00412"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-59.397923"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,104,Cue 104,,,,,"[2, 3, 4, 6, 222, 51, 52, 53, 54]","[""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54""]",[],[],[],[],17,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""48"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""79.48716"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.378399"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.512842"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""26.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""79.487152"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.378403"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.512848"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""40.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""35"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,105,Cue 105,,,,,"[3, 4, 5, 6, 33, 34, 35, 36, 37, 38, 51, 52, 53, 54]","[""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54""]",[],[],[],[],6,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""skrz dvere"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""26.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""35.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""30.25"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,106,Cue 106,,,,,"[2, 3, 4, 5, 7, 8, 222, 33, 34, 35, 36, 37, 38, 51, 52, 53, 54]","[""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54""]","[""preset:12.69749""]","[""preset:12.69749""]",[],[],26,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""FLEK-plazeni- je na zemi - na fleku"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""79.48716"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.378399"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.512842"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""96.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""70.204132"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-103.94789"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""31.623934"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""68.376068"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""70.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-70.195892"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,107,Cue 107,,,,,"[7, 61]","[""7 | RSpiide3 7"", ""61""]",[],[],[],[],2,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""27.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""47.75"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,108,Cue 108,,,,,"[3, 4, 7, 8, 51, 52, 53, 54]","[""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54""]",[],[],[],[],10,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""blnache jde do pokoje"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""45.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.65614974"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""21.652431"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""78.347572"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""29"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.98420173"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,109,Cue 109,MANUAL,,,,"[3, 4, 31, 32, 2]","[""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""2 | RSpiide3 2""]",[],[],[],[],2,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""MANUAL"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
