sequence_number,sequence_name,cue_number,cue_name,trigger,fade,delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,hard_value_count,hard_value_attributes,hard_value_preview,source_file
1,Sequence 1,45,Cue 45,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 222, 9, 10, 11, 12, 33, 34, 35, 36, 37, 38]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""9"", ""10"", ""11"", ""12"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38""]","[""preset:1.8701264"", ""preset:13.675235"", ""preset:1.870136"", ""preset:13.675242""]","[""preset:1.8701264"", ""preset:1.870136"", ""preset:13.675235"", ""preset:13.675242""]",[],[],10,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""zvonky"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999977"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""41.27076"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999969"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""41.270763"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,46,Cue 46,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 222, 33, 34, 35, 36, 37, 38]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38""]","[""preset:1.8701264"", ""preset:13.675235"", ""preset:1.870136"", ""preset:13.675242""]","[""preset:1.8701264"", ""preset:1.870136"", ""preset:13.675235"", ""preset:13.675242""]",[],[],12,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""patrik seda si na zidli"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999977"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""41.27076"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""46.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999969"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""41.270763"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,47,Cue 47,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 33, 34, 35, 36, 37, 38, 51, 52, 53, 54, 44, 43, 42, 41, 40, 39]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""44"", ""43 | RPointe1 3"", ""42 | RPointe1 2"", ""41 | RPointe1 1"", ""40"", ""39""]","[""preset:1.8701264"", ""preset:13.675235"", ""preset:1.870136"", ""preset:13.675242""]","[""preset:1.8701264"", ""preset:1.870136"", ""preset:13.675235"", ""preset:13.675242""]",[],[],21,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""ulice najizdi 4sec"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999977"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""41.27076"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56.500004"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999969"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""41.270763"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""21.212111"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""65.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""71.680229"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""28.319857"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""40"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""97"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,48,Cue 48,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 33, 34, 35, 36, 37, 38, 51, 52, 53, 54, 44, 43, 42, 41, 40, 39]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""44"", ""43 | RPointe1 3"", ""42 | RPointe1 2"", ""41 | RPointe1 1"", ""40"", ""39""]","[""preset:1.25""]","[""preset:1.25""]",[],[],13,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""50.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""22.727282"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999985"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""22.727287"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""21.212111"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""42"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""73.504272"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""79.124573"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.25"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,49,Cue 49,,,,,"[1, 2, 3, 4, 5, 6, 8, 222, 31, 32, 51, 52, 53, 54, 87, 64, 63, 62]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""87"", ""64"", ""63"", ""62""]","[""preset:6.8376155"", ""preset:2.7041204""]","[""preset:2.7041204"", ""preset:6.8376155""]",[],[],52,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""na posteli"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-24.295883"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-66.147934"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""93.162384"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""42.346554"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""45.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""37.5"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,50,Cue 50,,,,,"[1, 3, 4, 5, 6, 31, 32, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 51, 52, 53, 54, 87, 64, 63, 62]","[""1 | RSpiide3 1"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""2 | RSpiide3 2"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""87"", ""64"", ""63"", ""62""]","[""preset:6.8376155"", ""preset:2.7020588"", ""preset:9.25""]","[""preset:2.7020588"", ""preset:6.8376155"", ""preset:9.25""]",[],[],27,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""patrik s eliskou odchazi"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""28.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""32.404118"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51.30204"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""93.162384"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""42.346554"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""48"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0041199359"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,51,Cue 51,,,,,"[5, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 52, 53]","[""5 | RSpiide3 5"", ""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""52 | LUMI 2"", ""53 | LUMI 3""]",[],[],[],[],3,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""32.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""23"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,52,Cue 52,,,,,"[2, 4, 5, 6, 222, 1, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 87]","[""2 | RSpiide3 2"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""1 | RSpiide3 1"", ""3 | RSpiide3 3"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""87""]","[""preset:11.25""]","[""preset:11.25""]",[],[],29,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""floressss"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""19.096952"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""31.908827"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""68.091179"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""41.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""24.242432"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""48"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,53,Cue 53,,,,,"[2, 4, 5, 6, 222, 1, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 52, 53, 87]","[""2 | RSpiide3 2"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""1 | RSpiide3 1"", ""3 | RSpiide3 3"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""87""]","[""preset:12.121221""]","[""preset:12.121221""]",[],[],25,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""albert projde ulici a zajde za stenu"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""22.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""19.096952"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""31.908827"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""68.091179"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""98.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""73.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,54,Cue 54,,,,,"[1, 2, 4, 5, 6, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 52, 53, 87, 65, 61]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""3 | RSpiide3 3"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""87"", ""65"", ""61""]","[""preset:6.8376155""]","[""preset:6.8376155""]",[],[],40,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""odejdou"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-29.695885"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-74.247925"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.904119"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-62.097923"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""21.604122"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""48"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""45.902054"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""93.162384"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""42.346554"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-21.595882"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.904099"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-62.097916"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,55,Cue 55,,,,,"[1, 2, 3, 4, 5, 6, 61]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""61""]",[],[],[],[],3,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""leva ulice pryc"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""23"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,56,Cue 56,,,,,"[1, 2, 3, 4, 5, 6, 222, 31, 32, 41, 42, 43, 74, 73, 72, 71]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""41 | RPointe1 1"", ""42 | RPointe1 2"", ""43 | RPointe1 3"", ""74"", ""73"", ""72"", ""71""]","[""preset:1.0519493"", ""preset:10.256417"", ""preset:11.301869"", ""preset:8.6111374"", ""preset:4.0520549"", ""preset:8.2621183"", ""preset:11.301877"", ""preset:5.5"", ""preset:1.5"", ""preset:10.804121""]","[""preset:1.0519493"", ""preset:1.5"", ""preset:10.256417"", ""preset:10.804121"", ""preset:11.301869"", ""preset:11.301877"", ""preset:4.0520549"", ""preset:5.5"", ""preset:8.2621183"", ""preset:8.6111374""]",[],[],59,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""66.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-27.535873"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-58.047932"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51.275578"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""36.499237"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""61"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-18.895878"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""21"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,57,Cue 57,,,,,"[3, 4]","[""3 | RSpiide3 3"", ""4 | RSpiide3 4""]",[],[],[],[],2,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""69.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""91.25"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,58,Cue 58,,,,,"[1, 2, 3, 4, 5, 6, 222, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 52, 53]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""52 | LUMI 2"", ""53 | LUMI 3""]","[""preset:11.301869"", ""preset:11.301877"", ""preset:2.25""]","[""preset:11.301869"", ""preset:11.301877"", ""preset:2.25""]",[],[],16,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""cinkani v hudbe"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""19.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""21"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""42.883793"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999977"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""33.618256"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""19.500006"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""42.883797"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999969"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""33.618263"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""6"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""22.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
