fixture_id,channel_id,subfixture_id,ma_fixture_id,ma_channel_id,patch_target_type,patch_target_id,patch_target_key,source_object_type,source_object_id,name,label,display_name,fixture_type,mode,patch,universe,address,raw_address,footprint,react_to_grandmaster,color,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,scale_x,scale_y,scale_z,source_files,flags
1021,1021,,,1021,channel,1021,channel:1021,channel,1021,Lidi,Lidi,Lidi,2 Dimmer 00,2,1.231,1,231,231,1,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_channel_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false, ""is_fixture"": false}"
1022,1022,,,1022,channel,1022,channel:1022,channel,1022,Lidi,Lidi,Lidi,2 Dimmer 00,2,1.232,1,232,232,1,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_channel_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false, ""is_fixture"": false}"
1023,1023,,,1023,channel,1023,channel:1023,channel,1023,Lidi,Lidi,Lidi,2 Dimmer 00,2,1.233,1,233,233,1,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_channel_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false, ""is_fixture"": false}"
1024,1024,,,1024,channel,1024,channel:1024,channel,1024,Lidi,Lidi,Lidi,2 Dimmer 00,2,1.234,1,234,234,1,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_channel_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false, ""is_fixture"": false}"
1025,1025,,,1025,channel,1025,channel:1025,channel,1025,Lidi,Lidi,Lidi,2 Dimmer 00,2,1.235,1,235,235,1,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_channel_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false, ""is_fixture"": false}"
1026,1026,,,1026,channel,1026,channel:1026,channel,1026,Lidi,Lidi,Lidi,2 Dimmer 00,2,1.236,1,236,236,1,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_channel_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false, ""is_fixture"": false}"
1027,1027,,,1027,channel,1027,channel:1027,channel,1027,Lidi,Lidi,Lidi,2 Dimmer 00,2,1.237,1,237,237,1,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_channel_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false, ""is_fixture"": false}"
1028,1028,,,1028,channel,1028,channel:1028,channel,1028,Lidi,Lidi,Lidi,2 Dimmer 00,2,1.238,1,238,238,1,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_channel_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false, ""is_fixture"": false}"
1029,1029,,,1029,channel,1029,channel:1029,channel,1029,Lidi,Lidi,Lidi,2 Dimmer 00,2,1.239,1,239,239,1,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_channel_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false, ""is_fixture"": false}"
1030,1030,,,1030,channel,1030,channel:1030,channel,1030,Lidi,Lidi,Lidi,2 Dimmer 00,2,1.240,1,240,240,1,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_channel_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": true, ""is_subfixture"": false, ""is_fixture"": false}"
1,,,1,,fixture,1,fixture:1,fixture,1,Spiider 1,Spiider 1,Spiider 1,3 Robin Spiider Mode 3,3,2.001,2,1,513,25,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
2,,,2,,fixture,2,fixture:2,fixture,2,Spiider 2,Spiider 2,Spiider 2,3 Robin Spiider Mode 3,3,2.034,2,34,546,25,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
3,,,3,,fixture,3,fixture:3,fixture,3,Spiider 3,Spiider 3,Spiider 3,3 Robin Spiider Mode 3,3,2.067,2,67,579,25,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
4,,,4,,fixture,4,fixture:4,fixture,4,Spiider 4,Spiider 4,Spiider 4,3 Robin Spiider Mode 3,3,2.100,2,100,612,25,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
5,,,5,,fixture,5,fixture:5,fixture,5,Spiider 5,Spiider 5,Spiider 5,3 Robin Spiider Mode 3,3,4.001,4,1,1537,25,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
6,,,6,,fixture,6,fixture:6,fixture,6,Spiider 6,Spiider 6,Spiider 6,3 Robin Spiider Mode 3,3,4.034,4,34,1570,25,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
7,,,7,,fixture,7,fixture:7,fixture,7,Spiider 7,Spiider 7,Spiider 7,3 Robin Spiider Mode 3,3,4.067,4,67,1603,25,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
8,,,8,,fixture,8,fixture:8,fixture,8,Spiider 8,Spiider 8,Spiider 8,3 Robin Spiider Mode 3,3,4.100,4,100,1636,25,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
11,,,11,,fixture,11,fixture:11,fixture,11,Esprite 1,Esprite 1,Esprite 1,11 Robin Esprite Mode 2,11,2.133,2,133,645,40,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
12,,,12,,fixture,12,fixture:12,fixture,12,Esprite 2,Esprite 2,Esprite 2,11 Robin Esprite Mode 2,11,2.175,2,175,687,40,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
13,,,13,,fixture,13,fixture:13,fixture,13,Esprite 3,Esprite 3,Esprite 3,11 Robin Esprite Mode 2,11,3.001,3,1,1025,40,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
14,,,14,,fixture,14,fixture:14,fixture,14,Esprite 4,Esprite 4,Esprite 4,11 Robin Esprite Mode 2,11,3.043,3,43,1067,40,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
15,,,15,,fixture,15,fixture:15,fixture,15,Esprite 5,Esprite 5,Esprite 5,11 Robin Esprite Mode 2,11,3.085,3,85,1109,40,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
16,,,16,,fixture,16,fixture:16,fixture,16,Esprite 6,Esprite 6,Esprite 6,11 Robin Esprite Mode 2,11,3.127,3,127,1151,40,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
17,,,17,,fixture,17,fixture:17,fixture,17,Esprite 7,Esprite 7,Esprite 7,11 Robin Esprite Mode 2,11,4.133,4,133,1669,40,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
18,,,18,,fixture,18,fixture:18,fixture,18,Esprite 8,Esprite 8,Esprite 8,11 Robin Esprite Mode 2,11,4.175,4,175,1711,40,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
21,,,21,,fixture,21,fixture:21,fixture,21,Robin TetraX 1,Robin TetraX 1,Robin TetraX 1,9 Robin TetraX Mode 4-Pixel RGBW,9,11.001,11,1,5121,11,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
22,,,22,,fixture,22,fixture:22,fixture,22,Robin TetraX 2,Robin TetraX 2,Robin TetraX 2,9 Robin TetraX Mode 4-Pixel RGBW,9,11.086,11,86,5206,11,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
23,,,23,,fixture,23,fixture:23,fixture,23,Robin TetraX 3,Robin TetraX 3,Robin TetraX 3,9 Robin TetraX Mode 4-Pixel RGBW,9,11.171,11,171,5291,11,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
24,,,24,,fixture,24,fixture:24,fixture,24,Robin TetraX 4,Robin TetraX 4,Robin TetraX 4,9 Robin TetraX Mode 4-Pixel RGBW,9,11.256,11,256,5376,11,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
25,,,25,,fixture,25,fixture:25,fixture,25,Robin TetraX 5,Robin TetraX 5,Robin TetraX 5,9 Robin TetraX Mode 4-Pixel RGBW,9,11.341,11,341,5461,11,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
26,,,26,,fixture,26,fixture:26,fixture,26,Robin TetraX 6,Robin TetraX 6,Robin TetraX 6,9 Robin TetraX Mode 4-Pixel RGBW,9,11.426,11,426,5546,11,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
27,,,27,,fixture,27,fixture:27,fixture,27,Robin TetraX 7,Robin TetraX 7,Robin TetraX 7,9 Robin TetraX Mode 4-Pixel RGBW,9,7.001,7,1,3073,11,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
28,,,28,,fixture,28,fixture:28,fixture,28,Robin TetraX 8,Robin TetraX 8,Robin TetraX 8,9 Robin TetraX Mode 4-Pixel RGBW,9,7.086,7,86,3158,11,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
31,,,31,,fixture,31,fixture:31,fixture,31,Robin SVB1 1,Robin SVB1 1,Robin SVB1 1,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": false, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
32,,,32,,fixture,32,fixture:32,fixture,32,Robin SVB1 2,Robin SVB1 2,Robin SVB1 2,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": false, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
33,,,33,,fixture,33,fixture:33,fixture,33,Robin SVB1 3,Robin SVB1 3,Robin SVB1 3,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": false, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
34,,,34,,fixture,34,fixture:34,fixture,34,Robin SVB1 4,Robin SVB1 4,Robin SVB1 4,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": false, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
35,,,35,,fixture,35,fixture:35,fixture,35,Robin SVB1 5,Robin SVB1 5,Robin SVB1 5,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": false, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
36,,,36,,fixture,36,fixture:36,fixture,36,Robin SVB1 6,Robin SVB1 6,Robin SVB1 6,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": false, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
37,,,37,,fixture,37,fixture:37,fixture,37,Robin SVB1 7,Robin SVB1 7,Robin SVB1 7,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": false, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
38,,,38,,fixture,38,fixture:38,fixture,38,Robin SVB1 8,Robin SVB1 8,Robin SVB1 8,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,"[""C:\\Users\\lukas\\Downloads\\ma2_show_analyzer\\ma2_show_analyzer\\web_jobs\\20260331-103733-e4ddd803\\uploads\\Studio_54_fixture_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": false, ""is_used_in_presets"": false, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false, ""is_fixture"": true}"
